year,month,country,region,total,tourist,business,others,short_excursion
2022,July,Norway,Europe,157,62,59,36,
2022,July,Oceania Unclassified,Oceania,68,6,18,44,
2022,July,Philippines,Asia,6888,2444,772,3672,
2022,July,Poland,Europe,328,60,177,91,
2022,July,Portugal,Europe,193,25,82,86,
2022,July,Russia,Europe,778,161,297,320,
2022,July,Singapore,Asia,1967,333,1434,200,
2022,July,South America Unclassified,South America,476,101,173,202,
2022,July,Spain,Europe,816,226,382,208,
2022,July,Sweden,Europe,368,140,129,99,
2022,July,Swiss,Europe,653,353,251,49,
2022,July,Taiwan,Asia,3945,644,2009,1292,
2022,July,Thailand,Asia,4794,2244,1349,1201,
2022,July,Turkey,Asia,270,57,113,100,
2022,July,U.S.A.,North America,14127,5099,5216,3812,
2022,July,United Kingdom,Europe,2889,806,1276,807,
2022,July,Vietnam,Asia,22738,1104,1200,20434,
2022,June,Africa,Africa,753,76,267,410,
2022,June,Asia Unclassified,Asia,16775,298,1172,15305,
2022,June,Australia,Oceania,1639,375,872,392,
2022,June,Austria,Europe,219,21,160,38,
2022,June,Belgium,Europe,301,29,228,44,
2022,June,Brazil,South America,424,114,173,137,
2022,June,Canada,North America,1179,406,466,307,
2022,June,China,Asia,14657,892,1490,12275,
2022,June,Denmark,Europe,289,42,197,50,
2022,June,Europe Unclassified,Europe,1690,454,685,551,
2022,June,Finland,Europe,235,58,136,41,
2022,June,France,Europe,2351,307,1369,675,
2022,June,GCC,Asia,237,32,119,86,
2022,June,Germany,Europe,2089,277,1437,375,
2022,June,Hong Kong,Asia,833,82,404,347,
2022,June,India,Asia,3454,179,931,2344,
2022,June,Indonesia,Asia,7041,294,635,6112,
2022,June,Ireland,Europe,216,49,123,44,
2022,June,Israel,Asia,239,17,177,45,
2022,June,Italy,Europe,1009,140,647,222,
2022,June,Korea,Asia,11168,1081,5786,4301,
2022,June,Macau,Asia,12,2,3,7,
2022,June,Malaysia,Asia,1165,56,705,404,
2022,June,Mexico,North America,268,67,103,98,
2022,June,Middle East,Asia,762,90,458,214,
2022,June,Mongolia,Asia,1065,212,254,599,
2022,June,Netherland,Europe,543,60,341,142,
2022,June,New Zealand,Oceania,309,51,147,111,
2022,June,North America Unclassified,North America,122,12,70,40,
2022,June,Norway,Europe,141,43,79,19,
2022,June,Oceania Unclassified,Oceania,62,8,12,42,
2022,June,Philippines,Asia,5935,1294,669,3972,
2022,June,Poland,Europe,263,19,129,115,
2022,June,Portugal,Europe,139,10,82,47,
2022,June,Russia,Europe,548,89,228,231,
2022,June,Singapore,Asia,1388,220,1010,158,
2022,June,South America Unclassified,South America,439,135,155,149,
2022,June,Spain,Europe,539,87,311,141,
2022,June,Sweden,Europe,444,138,213,93,
2022,June,Swiss,Europe,350,101,204,45,
2022,June,Taiwan,Asia,2416,214,1252,950,
2022,June,Thailand,Asia,2544,282,1144,1118,
2022,June,Turkey,Asia,286,41,162,83,
2022,June,U.S.A.,North America,9724,3401,4077,2246,
2022,June,United Kingdom,Europe,2044,289,1208,547,
2022,June,Vietnam,Asia,22877,351,875,21651,
2022,March,Africa,Africa,772,18,28,726,
2022,March,Asia Unclassified,Asia,8490,54,580,7856,
2022,March,Australia,Oceania,612,127,122,363,
2022,March,Austria,Europe,81,15,23,43,
2022,March,Belgium,Europe,129,14,30,85,
2022,March,Brazil,South America,275,31,10,234,
2022,March,Canada,North America,362,83,58,221,
2022,March,China,Asia,9799,271,625,8903,
2022,March,Denmark,Europe,87,9,31,47,
2022,March,Europe Unclassified,Europe,1131,403,76,652,
2022,March,Finland,Europe,70,11,16,43,
2022,March,France,Europe,835,119,93,623,
2022,March,GCC,Asia,107,9,16,82,
2022,March,Germany,Europe,714,129,201,384,
2022,March,Hong Kong,Asia,488,27,87,374,
2022,March,India,Asia,2279,28,164,2087,
2022,March,Indonesia,Asia,5486,44,91,5351,
2022,March,Ireland,Europe,62,10,7,45,
2022,March,Israel,Asia,63,6,27,30,
2022,March,Italy,Europe,394,39,94,261,
2022,March,Korea,Asia,6694,194,751,5749,
2022,March,Macau,Asia,9,1,4,4,
2022,March,Malaysia,Asia,569,21,184,364,
2022,March,Mexico,North America,165,4,10,151,
2022,March,Middle East,Asia,296,21,61,214,
2022,March,Mongolia,Asia,1211,22,28,1161,
2022,March,Netherland,Europe,195,26,53,116,
2022,March,New Zealand,Oceania,106,13,17,76,
2022,March,North America Unclassified,North America,99,5,19,75,
2022,March,Norway,Europe,80,15,14,51,
2022,March,Oceania Unclassified,Oceania,38,1,0,37,
2022,March,Philippines,Asia,4211,291,157,3763,
2022,March,Poland,Europe,88,13,15,60,
2022,March,Portugal,Europe,68,9,4,55,
2022,March,Russia,Europe,558,37,123,398,
2022,March,Singapore,Asia,294,41,85,168,
2022,March,South America Unclassified,South America,180,16,8,156,
2022,March,Spain,Europe,262,13,47,202,
2022,March,Sweden,Europe,109,15,12,82,
2022,March,Swiss,Europe,132,36,20,76,
2022,March,Taiwan,Asia,2461,87,334,2040,
2022,March,Thailand,Asia,2165,101,561,1503,
2022,March,Turkey,Asia,126,6,18,102,
2022,March,U.S.A.,North America,3199,697,470,2032,
2022,March,United Kingdom,Europe,763,152,124,487,
2022,March,Vietnam,Asia,10096,108,163,9825,
2022,May,Africa,Africa,949,42,166,741,
2022,May,Asia Unclassified,Asia,26373,117,917,25339,
2022,May,Australia,Oceania,1503,265,702,536,
2022,May,Austria,Europe,234,21,159,54,
2022,May,Belgium,Europe,235,34,128,73,
2022,May,Brazil,South America,348,39,84,225,
2022,May,Canada,North America,949,231,354,364,
2022,May,China,Asia,17643,501,1216,15926,
2022,May,Denmark,Europe,263,18,165,80,
2022,May,Europe Unclassified,Europe,1577,424,449,704,
2022,May,Finland,Europe,241,18,153,70,
2022,May,France,Europe,2008,278,932,798,
2022,May,GCC,Asia,140,6,57,77,
2022,May,Germany,Europe,2241,259,1406,576,
2022,May,Hong Kong,Asia,744,44,326,374,
2022,May,India,Asia,4501,98,757,3646,
2022,May,Indonesia,Asia,8720,123,369,8228,
2022,May,Ireland,Europe,204,28,128,48,
2022,May,Israel,Asia,273,10,207,56,
2022,May,Italy,Europe,897,77,534,286,
2022,May,Korea,Asia,8805,425,2830,5550,
2022,May,Macau,Asia,32,2,12,18,
2022,May,Malaysia,Asia,1636,51,568,1017,
2022,May,Mexico,North America,229,27,56,146,
2022,May,Middle East,Asia,630,39,360,231,
2022,May,Mongolia,Asia,1042,67,216,759,
2022,May,Netherland,Europe,534,85,325,124,
2022,May,New Zealand,Oceania,220,30,89,101,
2022,May,North America Unclassified,North America,186,8,87,91,
2022,May,Norway,Europe,134,17,85,32,
2022,May,Oceania Unclassified,Oceania,57,2,13,42,
2022,May,Philippines,Asia,6699,1050,560,5089,
2022,May,Poland,Europe,190,21,74,95,
2022,May,Portugal,Europe,98,1,42,55,
2022,May,Russia,Europe,357,40,151,166,
2022,May,Singapore,Asia,1215,149,764,302,
2022,May,South America Unclassified,South America,371,32,118,221,
2022,May,Spain,Europe,517,44,248,225,
2022,May,Sweden,Europe,332,38,198,96,
2022,May,Swiss,Europe,314,74,176,64,
2022,May,Taiwan,Asia,1861,116,836,909,
2022,May,Thailand,Asia,2922,129,750,2043,
2022,May,Turkey,Asia,217,23,96,98,
2022,May,U.S.A.,North America,8066,1777,3362,2927,
2022,May,United Kingdom,Europe,1926,279,989,658,
2022,May,Vietnam,Asia,39040,187,888,37965,
2022,November,Africa,Africa,1933,510,602,821,
2022,November,Asia Unclassified,Asia,19697,2891,2357,14449,
2022,November,Australia,Oceania,20193,16982,2319,892,
2022,November,Austria,Europe,1030,589,383,58,
2022,November,Belgium,Europe,1333,830,433,70,
2022,November,Brazil,South America,1484,863,388,233,
2022,November,Canada,North America,15868,14170,1234,464,
2022,November,China,Asia,21016,8796,4692,7528,
2022,November,Denmark,Europe,1150,617,396,137,
2022,November,Europe Unclassified,Europe,5599,3309,1445,845,
2022,November,Finland,Europe,992,598,350,44,
2022,November,France,Europe,10810,7258,2733,819,
2022,November,GCC,Asia,1885,1251,207,427,
2022,November,Germany,Europe,9673,5072,4027,574,
2022,November,Hong Kong,Asia,82989,81008,1452,529,
2022,November,India,Asia,8357,2450,3709,2198,
2022,November,Indonesia,Asia,16960,10109,1987,4864,
2022,November,Ireland,Europe,971,628,264,79,
2022,November,Israel,Asia,2744,2304,412,28,
2022,November,Italy,Europe,5237,3261,1654,322,
2022,November,Korea,Asia,315421,293344,14099,7978,
2022,November,Macau,Asia,273,253,13,7,
2022,November,Malaysia,Asia,17519,15632,1466,421,
2022,November,Mexico,North America,2037,1623,311,103,
2022,November,Middle East,Asia,6522,4942,1038,542,
2022,November,Mongolia,Asia,2102,835,649,618,
2022,November,Netherland,Europe,2732,1796,795,141,
2022,November,New Zealand,Oceania,2613,2009,382,222,
2022,November,North America Unclassified,North America,612,387,159,66,
2022,November,Norway,Europe,755,475,238,42,
2022,November,Oceania Unclassified,Oceania,236,58,65,113,
2022,November,Philippines,Asia,21689,16167,1798,3724,
2022,November,Poland,Europe,1628,1251,294,83,
2022,November,Portugal,Europe,748,557,139,52,
2022,November,Russia,Europe,1975,1325,416,234,
2022,November,Singapore,Asia,40321,37739,2377,205,
2022,November,South America Unclassified,South America,1693,1064,407,222,
2022,November,Spain,Europe,3622,2682,734,206,
2022,November,Sweden,Europe,1754,1101,550,103,
2022,November,Swiss,Europe,1943,1370,523,50,
2022,November,Taiwan,Asia,99533,91896,5257,2380,
2022,November,Thailand,Asia,52077,48390,1942,1745,
2022,November,Turkey,Asia,1893,1387,419,87,
2022,November,U.S.A.,North America,84289,70219,11212,2858,
2022,November,United Kingdom,Europe,13607,8771,3820,1016,
2022,November,Vietnam,Asia,33584,10146,2810,20628,
2022,October,Africa,Africa,2338,331,920,1087,
2022,October,Asia Unclassified,Asia,13944,1571,1986,10387,
2022,October,Australia,Oceania,11677,8498,2521,658,
2022,October,Austria,Europe,1091,546,439,106,
2022,October,Belgium,Europe,1375,767,501,107,
2022,October,Brazil,South America,1489,763,473,253,
2022,October,Canada,North America,9847,8089,1265,493,
2022,October,China,Asia,21498,3964,4529,13005,
2022,October,Denmark,Europe,1175,703,397,75,
2022,October,Europe Unclassified,Europe,5294,2426,1483,1385,
2022,October,Finland,Europe,885,503,313,69,
2022,October,France,Europe,11074,7019,2761,1294,
2022,October,GCC,Asia,815,440,207,168,
2022,October,Germany,Europe,8943,4350,3718,875,
2022,October,Hong Kong,Asia,36242,34216,1300,726,
2022,October,India,Asia,6006,1076,2742,2188,
2022,October,Indonesia,Asia,11085,4105,1501,5479,
2022,October,Ireland,Europe,827,463,276,88,
2022,October,Israel,Asia,2065,1676,327,62,
2022,October,Italy,Europe,4505,2031,1703,771,
2022,October,Korea,Asia,122959,100470,14970,7519,
2022,October,Macau,Asia,186,155,11,20,
2022,October,Malaysia,Asia,8773,6156,1867,750,
2022,October,Mexico,North America,1951,1438,374,139,
2022,October,Middle East,Asia,4085,2803,909,373,
2022,October,Mongolia,Asia,2010,682,462,866,
2022,October,Netherland,Europe,2409,1235,1017,157,
2022,October,New Zealand,Oceania,1825,1158,499,168,
2022,October,North America Unclassified,North America,579,239,226,114,
2022,October,Norway,Europe,732,347,345,40,
2022,October,Oceania Unclassified,Oceania,218,59,56,103,
2022,October,Philippines,Asia,14775,9283,1505,3987,
2022,October,Poland,Europe,1110,648,308,154,
2022,October,Portugal,Europe,648,394,201,53,
2022,October,Russia,Europe,1580,628,555,397,
2022,October,Singapore,Asia,14336,11457,2653,226,
2022,October,South America Unclassified,South America,1488,732,463,293,
2022,October,Spain,Europe,2819,1640,803,376,
2022,October,Sweden,Europe,1498,873,488,137,
2022,October,Swiss,Europe,1852,1214,519,119,
2022,October,Taiwan,Asia,35028,27889,4677,2462,
2022,October,Thailand,Asia,34115,29617,2661,1837,
2022,October,Turkey,Asia,1205,687,375,143,
2022,October,U.S.A.,North America,53242,37072,12944,3226,
2022,October,United Kingdom,Europe,10309,5433,3162,1714,
2022,October,Vietnam,Asia,30811,3650,2183,24978,
2022,September,Africa,Africa,1942,122,437,1383,
2022,September,Asia Unclassified,Asia,12790,1482,1431,9877,
2022,September,Australia,Oceania,4689,2086,1724,879,
2022,September,Austria,Europe,570,105,305,160,
2022,September,Belgium,Europe,708,137,306,265,
2022,September,Brazil,South America,864,210,253,401,
2022,September,Canada,North America,2396,793,833,770,
2022,September,China,Asia,17590,1924,2875,12791,
2022,September,Denmark,Europe,570,119,263,188,
2022,September,Europe Unclassified,Europe,3541,648,1047,1846,
2022,September,Finland,Europe,544,60,260,224,
2022,September,France,Europe,5310,1237,1838,2235,
2022,September,GCC,Asia,571,43,165,363,
2022,September,Germany,Europe,5300,817,2598,1885,
2022,September,Hong Kong,Asia,2824,958,1039,827,
2022,September,India,Asia,5223,511,1873,2839,
2022,September,Indonesia,Asia,9186,1672,1108,6406,
2022,September,Ireland,Europe,367,83,143,141,
2022,September,Israel,Asia,716,345,293,78,
2022,September,Italy,Europe,2647,375,1164,1108,
2022,September,Korea,Asia,32764,10139,9691,12934,
2022,September,Macau,Asia,57,9,12,36,
2022,September,Malaysia,Asia,2967,539,1109,1319,
2022,September,Mexico,North America,771,203,304,264,
2022,September,Middle East,Asia,1832,458,669,705,
2022,September,Mongolia,Asia,2699,748,333,1618,
2022,September,Netherland,Europe,1186,175,561,450,
2022,September,New Zealand,Oceania,817,256,325,236,
2022,September,North America Unclassified,North America,391,39,104,248,
2022,September,Norway,Europe,484,70,266,148,
2022,September,Oceania Unclassified,Oceania,157,13,43,101,
2022,September,Philippines,Asia,8479,2880,1103,4496,
2022,September,Poland,Europe,692,57,330,305,
2022,September,Portugal,Europe,221,24,111,86,
2022,September,Russia,Europe,1207,253,387,567,
2022,September,Singapore,Asia,2887,831,1703,353,
2022,September,South America Unclassified,South America,715,195,192,328,
2022,September,Spain,Europe,1952,307,584,1061,
2022,September,Sweden,Europe,761,159,320,282,
2022,September,Swiss,Europe,818,220,375,223,
2022,September,Taiwan,Asia,6756,769,2384,3603,
2022,September,Thailand,Asia,7622,2808,2027,2787,
2022,September,Turkey,Asia,545,70,211,264,
2022,September,U.S.A.,North America,17965,5697,7538,4730,
2022,September,United Kingdom,Europe,4494,737,1835,1922,
2022,September,Vietnam,Asia,30871,1183,1458,28230,
2023,April,Africa,Africa,2811,1482,428,901,
2023,April,Asia Unclassified,Asia,29886,8115,2424,19347,
2023,April,Australia,Oceania,56123,53918,1553,652,
2023,April,Austria,Europe,2446,2116,228,102,
2023,April,Belgium,Europe,3903,3545,288,70,
2023,April,Brazil,South America,4971,4266,355,350,
2023,April,Canada,North America,36847,35398,893,556,
2023,April,China,Asia,108295,57792,18027,32476,
2023,April,Denmark,Europe,3226,2944,219,63,
2023,April,Europe Unclassified,Europe,14959,12677,1111,1171,
2023,April,Finland,Europe,1924,1661,178,85,
2023,April,France,Europe,34421,31499,1892,1030,
2023,April,GCC,Asia,2693,2405,82,206,
2023,April,Germany,Europe,27362,24191,2492,679,
2023,April,Hong Kong,Asia,152819,150208,1473,1138,
2023,April,India,Asia,16272,10085,3628,2559,
2023,April,Indonesia,Asia,48667,41003,812,6852,
2023,April,Ireland,Europe,2539,2270,173,96,
2023,April,Israel,Asia,7403,7174,193,36,
2023,April,Italy,Europe,15619,14223,975,421,
2023,April,Korea,Asia,466987,443914,13117,9956,
2023,April,Macau,Asia,3299,3203,38,58,
2023,April,Malaysia,Asia,40244,38491,1053,700,
2023,April,Mexico,North America,9328,8937,198,193,
2023,April,Middle East,Asia,13814,12920,521,373,
2023,April,Mongolia,Asia,3230,1713,408,1109,
2023,April,Netherland,Europe,8250,7545,505,200,
2023,April,New Zealand,Oceania,7738,7334,211,193,
2023,April,North America Unclassified,North America,1542,1259,151,132,
2023,April,Norway,Europe,2155,1922,175,58,
2023,April,Oceania Unclassified,Oceania,301,157,88,56,
2023,April,Philippines,Asia,62794,54006,4154,4364,
2023,April,Poland,Europe,4708,4361,234,113,
2023,April,Portugal,Europe,2485,2315,121,49,
2023,April,Russia,Europe,4421,3046,850,525,
2023,April,Singapore,Asia,41982,39950,1801,231,
2023,April,South America Unclassified,South America,5190,4623,257,310,
2023,April,Spain,Europe,8302,7603,435,264,
2023,April,Sweden,Europe,4266,3837,302,127,
2023,April,Swiss,Europe,6887,6482,314,91,
2023,April,Taiwan,Asia,291564,282026,5674,3864,
2023,April,Thailand,Asia,121022,116544,1844,2634,
2023,April,Turkey,Asia,3718,3341,246,131,
2023,April,U.S.A.,North America,183893,170589,10107,3197,
2023,April,United Kingdom,Europe,36527,33379,2164,984,
2023,April,Vietnam,Asia,55193,24609,2808,27776,
2023,August,Africa,Africa,3252,1484,566,1202,
2023,August,Asia Unclassified,Asia,19095,4623,1754,12718,
2023,August,Australia,Oceania,27565,25094,1317,1154,
2023,August,Austria,Europe,2589,2306,175,108,
2023,August,Belgium,Europe,2407,2081,161,165,
2023,August,Brazil,South America,2967,2293,303,371,
2023,August,Canada,North America,36859,34874,553,1432,
2023,August,China,Asia,364228,284411,21397,58420,
2023,August,Denmark,Europe,1738,1402,174,162,
2023,August,Europe Unclassified,Europe,10264,7804,791,1669,
2023,August,Finland,Europe,1740,1412,169,159,
2023,August,France,Europe,25866,22667,1063,2136,
2023,August,GCC,Asia,2427,2131,108,188,
2023,August,Germany,Europe,19999,16959,1803,1237,
2023,August,Hong Kong,Asia,206267,202911,1386,1970,
2023,August,India,Asia,12826,5574,3044,4208,
2023,August,Indonesia,Asia,20792,10246,1225,9321,
2023,August,Ireland,Europe,1621,1299,108,214,
2023,August,Israel,Asia,3777,3408,257,112,
2023,August,Italy,Europe,24113,22872,621,620,
2023,August,Korea,Asia,569092,540959,11802,16331,
2023,August,Macau,Asia,13546,13387,55,104,
2023,August,Malaysia,Asia,19206,16904,1003,1299,
2023,August,Mexico,North America,8238,7740,179,319,
2023,August,Middle East,Asia,8701,7578,539,584,
2023,August,Mongolia,Asia,3344,1128,346,1870,
2023,August,Netherland,Europe,6185,5530,351,304,
2023,August,New Zealand,Oceania,4244,3632,204,408,
2023,August,North America Unclassified,North America,1430,979,115,336,
2023,August,Norway,Europe,970,757,106,107,
2023,August,Oceania Unclassified,Oceania,350,157,101,92,
2023,August,Philippines,Asia,38627,28892,2408,7327,
2023,August,Poland,Europe,3606,3234,200,172,
2023,August,Portugal,Europe,3019,2886,63,70,
2023,August,Russia,Europe,3355,2308,366,681,
2023,August,Singapore,Asia,20276,18491,1268,517,
2023,August,South America Unclassified,South America,3260,2592,322,346,
2023,August,Spain,Europe,17283,16580,250,453,
2023,August,Sweden,Europe,1994,1501,187,306,
2023,August,Swiss,Europe,3588,3124,259,205,
2023,August,Taiwan,Asia,396346,383880,5386,7080,
2023,August,Thailand,Asia,33166,28544,1536,3086,
2023,August,Turkey,Asia,2497,2039,174,284,
2023,August,U.S.A.,North America,138362,122898,7166,8298,
2023,August,United Kingdom,Europe,23837,20105,1320,2412,
2023,August,Vietnam,Asia,50945,13012,2452,35481,
2023,December,Africa,Africa,3208,2118,417,673,
2023,December,Asia Unclassified,Asia,23783,8692,2049,13042,
2023,December,Australia,Oceania,89471,87045,1176,1250,
2023,December,Austria,Europe,1254,1012,127,115,
2023,December,Belgium,Europe,1604,1353,188,63,
2023,December,Brazil,South America,6327,5972,201,154,
2023,December,Canada,North America,36441,35092,724,625,
2023,December,China,Asia,312474,269957,18409,24108,
2023,December,Denmark,Europe,1460,1218,120,122,
2023,December,Europe Unclassified,Europe,7570,5552,851,1167,
2023,December,Finland,Europe,1528,1325,130,73,
2023,December,France,Europe,17732,15460,1348,924,
2023,December,GCC,Asia,3772,3585,113,74,
2023,December,Germany,Europe,11810,9592,1622,596,
2023,December,Hong Kong,Asia,251080,248105,1639,1336,
2023,December,India,Asia,13515,7756,2861,2898,
2023,December,Indonesia,Asia,63696,56150,1147,6399,
2023,December,Ireland,Europe,1419,1218,119,82,
2023,December,Israel,Asia,818,644,135,39,
2023,December,Italy,Europe,10560,9485,729,346,
2023,December,Korea,Asia,782726,757696,15495,9535,
2023,December,Macau,Asia,12104,12013,26,65,
2023,December,Malaysia,Asia,60806,59099,1118,589,
2023,December,Mexico,North America,9081,8766,163,152,
2023,December,Middle East,Asia,7223,6504,464,255,
2023,December,Mongolia,Asia,3872,2567,616,689,
2023,December,Netherland,Europe,4488,3888,389,211,
2023,December,New Zealand,Oceania,10555,10064,173,318,
2023,December,North America Unclassified,North America,1388,1181,111,96,
2023,December,Norway,Europe,1218,1074,93,51,
2023,December,Oceania Unclassified,Oceania,379,236,78,65,
2023,December,Philippines,Asia,79107,70312,5124,3671,
2023,December,Poland,Europe,1652,1334,201,117,
2023,December,Portugal,Europe,2479,2357,63,59,
2023,December,Russia,Europe,3255,2662,297,296,
2023,December,Singapore,Asia,113695,112107,1320,268,
2023,December,South America Unclassified,South America,3337,2853,175,309,
2023,December,Spain,Europe,6361,5938,199,224,
2023,December,Sweden,Europe,3046,2700,203,143,
2023,December,Swiss,Europe,2946,2651,228,67,
2023,December,Taiwan,Asia,399500,388567,7081,3852,
2023,December,Thailand,Asia,125822,122486,1662,1674,
2023,December,Turkey,Asia,2633,2275,216,142,
2023,December,U.S.A.,North America,183166,172056,7477,3633,
2023,December,United Kingdom,Europe,23877,21094,1632,1151,
2023,December,Vietnam,Asia,37047,13938,2457,20652,
2023,February,Africa,Africa,1997,684,513,800,
2023,February,Asia Unclassified,Asia,14847,3650,2063,9134,
2023,February,Australia,Oceania,37680,35573,1617,490,
2023,February,Austria,Europe,1085,808,215,62,
2023,February,Belgium,Europe,1338,1004,259,75,
2023,February,Brazil,South America,1884,1392,234,258,
2023,February,Canada,North America,19010,17802,813,395,
2023,February,China,Asia,36285,11988,8628,15669,
2023,February,Denmark,Europe,1187,935,208,44,
2023,February,Europe Unclassified,Europe,4676,3129,847,700,
2023,February,Finland,Europe,1176,958,161,57,
2023,February,France,Europe,12251,9697,1766,788,
2023,February,GCC,Asia,1560,1322,154,84,
2023,February,Germany,Europe,9302,6533,2234,535,
2023,February,Hong Kong,Asia,119405,117024,1524,857,
2023,February,India,Asia,7051,2252,2476,2323,
2023,February,Indonesia,Asia,26802,19715,1099,5988,
2023,February,Ireland,Europe,1086,848,159,79,
2023,February,Israel,Asia,1216,939,226,51,
2023,February,Italy,Europe,4627,3271,1077,279,
2023,February,Korea,Asia,568622,548770,12480,7372,
2023,February,Macau,Asia,1757,1717,11,29,
2023,February,Malaysia,Asia,31992,30031,1254,707,
2023,February,Mexico,North America,2339,1955,236,148,
2023,February,Middle East,Asia,3883,3075,576,232,
2023,February,Mongolia,Asia,2058,1090,356,612,
2023,February,Netherland,Europe,2510,1828,566,116,
2023,February,New Zealand,Oceania,3891,3516,237,138,
2023,February,North America Unclassified,North America,804,531,168,105,
2023,February,Norway,Europe,1069,832,193,44,
2023,February,Oceania Unclassified,Oceania,202,54,64,84,
2023,February,Philippines,Asia,33934,27251,2455,4228,
2023,February,Poland,Europe,1377,1091,218,68,
2023,February,Portugal,Europe,858,742,86,30,
2023,February,Russia,Europe,1378,778,337,263,
2023,February,Singapore,Asia,27078,25018,1833,227,
2023,February,South America Unclassified,South America,2516,2111,195,210,
2023,February,Spain,Europe,3322,2641,454,227,
2023,February,Sweden,Europe,1786,1387,322,77,
2023,February,Swiss,Europe,2211,1830,324,57,
2023,February,Taiwan,Asia,248493,240815,4486,3192,
2023,February,Thailand,Asia,73292,69896,1673,1723,
2023,February,Turkey,Asia,1107,814,196,97,
2023,February,U.S.A.,North America,86946,75610,8854,2482,
2023,February,United Kingdom,Europe,15579,12462,2358,759,
2023,February,Vietnam,Asia,55847,5153,1998,48696,
2023,January,Africa,Africa,2185,626,415,1144,
2023,January,Asia Unclassified,Asia,17411,3938,1915,11558,
2023,January,Australia,Oceania,52553,50493,971,1089,
2023,January,Austria,Europe,1017,596,214,207,
2023,January,Belgium,Europe,1073,681,233,159,
2023,January,Brazil,South America,2050,1332,194,524,
2023,January,Canada,North America,18738,16983,691,1064,
2023,January,China,Asia,31291,15010,4033,12248,
2023,January,Denmark,Europe,1073,720,214,139,
2023,January,Europe Unclassified,Europe,4533,2509,768,1256,
2023,January,Finland,Europe,900,653,149,98,
2023,January,France,Europe,9771,6460,1385,1926,
2023,January,GCC,Asia,1510,1196,145,169,
2023,January,Germany,Europe,7380,4412,1851,1117,
2023,January,Hong Kong,Asia,151939,149518,1052,1369,
2023,January,India,Asia,9057,2033,2160,4864,
2023,January,Indonesia,Asia,22618,14960,909,6749,
2023,January,Ireland,Europe,1031,707,139,185,
2023,January,Israel,Asia,824,521,223,80,
2023,January,Italy,Europe,4305,2768,806,731,
2023,January,Korea,Asia,565251,539375,11152,14724,
2023,January,Macau,Asia,1319,1274,12,33,
2023,January,Malaysia,Asia,27099,25010,897,1192,
2023,January,Mexico,North America,2271,1707,225,339,
2023,January,Middle East,Asia,4038,3047,585,406,
2023,January,Mongolia,Asia,2961,1574,399,988,
2023,January,Netherland,Europe,2359,1630,468,261,
2023,January,New Zealand,Oceania,4787,4286,151,350,
2023,January,North America Unclassified,North America,791,386,117,288,
2023,January,Norway,Europe,930,696,149,85,
2023,January,Oceania Unclassified,Oceania,289,65,122,102,
2023,January,Philippines,Asia,29679,19778,2024,7877,
2023,January,Poland,Europe,1185,802,172,211,
2023,January,Portugal,Europe,829,646,83,100,
2023,January,Russia,Europe,1628,739,406,483,
2023,January,Singapore,Asia,26658,25144,1097,417,
2023,January,South America Unclassified,South America,2216,1528,191,497,
2023,January,Spain,Europe,3075,2096,356,623,
2023,January,Sweden,Europe,1853,1363,236,254,
2023,January,Swiss,Europe,1757,1360,272,125,
2023,January,Taiwan,Asia,259340,249062,3087,7191,
2023,January,Thailand,Asia,63431,59161,1577,2693,
2023,January,Turkey,Asia,1704,1330,217,157,
2023,January,U.S.A.,North America,88114,73154,7540,7420,
2023,January,United Kingdom,Europe,15096,11269,1866,1961,
2023,January,Vietnam,Asia,51564,9046,1712,40806,
2023,July,Africa,Africa,3548,1498,1109,941,
2023,July,Asia Unclassified,Asia,20902,5035,2345,13522,
2023,July,Australia,Oceania,35650,32903,1904,843,
2023,July,Austria,Europe,3114,2778,250,86,
2023,July,Belgium,Europe,4856,4491,256,109,
2023,July,Brazil,South America,4578,3784,467,327,
2023,July,Canada,North America,38786,37415,786,585,
2023,July,China,Asia,313328,259775,24375,29178,
2023,July,Denmark,Europe,4244,3998,185,61,
2023,July,Europe Unclassified,Europe,11070,8509,1490,1071,
2023,July,Finland,Europe,1561,1393,100,68,
2023,July,France,Europe,31132,28091,1835,1206,
2023,July,GCC,Asia,3909,3388,248,273,
2023,July,Germany,Europe,19081,15781,2548,752,
2023,July,Hong Kong,Asia,216413,213712,1655,1046,
2023,July,India,Asia,13150,6571,4131,2448,
2023,July,Indonesia,Asia,28489,18933,1487,8069,
2023,July,Ireland,Europe,2068,1778,174,116,
2023,July,Israel,Asia,3474,3065,360,49,
2023,July,Italy,Europe,13969,12341,1240,388,
2023,July,Korea,Asia,626830,603122,14517,9191,
2023,July,Macau,Asia,10086,9997,43,46,
2023,July,Malaysia,Asia,17357,15515,1220,622,
2023,July,Mexico,North America,9986,9606,232,148,
2023,July,Middle East,Asia,9937,8576,868,493,
2023,July,Mongolia,Asia,3280,1808,485,987,
2023,July,Netherland,Europe,10474,9685,604,185,
2023,July,New Zealand,Oceania,5612,4962,360,290,
2023,July,North America Unclassified,North America,1433,1011,247,175,
2023,July,Norway,Europe,3278,3147,73,58,
2023,July,Oceania Unclassified,Oceania,426,212,101,113,
2023,July,Philippines,Asia,51711,43195,3309,5207,
2023,July,Poland,Europe,3178,2802,262,114,
2023,July,Portugal,Europe,2608,2356,147,105,
2023,July,Russia,Europe,3239,2186,649,404,
2023,July,Singapore,Asia,25320,23265,1743,312,
